episode,step,ep_reward,ep_length,ep_v,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_reward_100,mean_length_100,mean_v_100,x_pos,coins,score,flag_get
3590,1933312,1105.57,2512,-1.6787,-0.013317,1.333674,0.765986,0.009683,0.0554,1152.63,656.5,-1.1099,3161,5,19050,1
3591,1933312,1299.05,586,-0.6319,-0.013317,1.333674,0.765986,0.009683,0.0554,1153.14,656.7,-1.096,3153,2,18900,1
3592,1933312,1239.1,558,-0.6338,-0.013317,1.333674,0.765986,0.009683,0.0554,1159.81,659.4,-1.0825,3161,0,18150,1
3593,1935360,1235.51,534,-0.7184,-0.015153,3.539946,0.541021,0.014943,0.051,1160.19,659.5,-1.0695,3152,0,18300,1
3594,1935360,1238.09,548,-0.8207,-0.015153,3.539946,0.541021,0.014943,0.051,1160.52,659.2,-1.0574,3155,0,18750,1
3595,1935360,1401.04,634,-0.9285,-0.015153,3.539946,0.541021,0.014943,0.051,1161.58,659.6,-1.0458,3161,2,19050,1
3596,1937408,996.42,535,-0.9631,-0.013151,1.177973,0.877325,0.007879,0.0725,1165.9,662.0,-1.0335,3157,0,19300,1
3597,1937408,1003.85,474,-0.9022,-0.013151,1.177973,0.877325,0.007879,0.0725,1171.65,664.6,-1.0211,3157,0,19100,1
3598,1937408,1250.27,557,-0.7375,-0.013151,1.177973,0.877325,0.007879,0.0725,1171.44,664.5,-1.0066,3157,0,18350,1
3599,1939456,1254.5,555,-0.7308,-0.006318,1.260708,0.731547,0.007595,0.0479,1171.92,664.6,-0.995,3161,0,20250,1
3600,1939456,1243.69,551,-0.7447,-0.006318,1.260708,0.731547,0.007595,0.0479,1172.31,664.6,-0.9866,3161,1,18900,1
3601,1941504,1291.62,582,-0.764,-0.008898,1.160941,0.790324,0.006762,0.0603,1171.94,664.3,-0.9819,3156,1,18900,1
3602,1941504,939.2,462,-0.775,-0.008898,1.160941,0.790324,0.006762,0.0603,1174.94,665.6,-0.9799,3152,0,18450,1
3603,1941504,866.94,2417,-1.4335,-0.008898,1.160941,0.790324,0.006762,0.0603,1170.61,683.9,-0.9839,3157,4,19700,1
3604,1941504,1262.41,577,-0.7452,-0.008898,1.160941,0.790324,0.006762,0.0603,1178.79,687.5,-0.9844,3161,1,18450,1
3605,1943552,1254.29,570,-0.7644,-0.010833,1.916885,0.526532,0.012745,0.0625,1179.04,687.7,-0.985,3161,0,17900,1
3606,1943552,1232.41,586,-0.8095,-0.010833,1.916885,0.526532,0.012745,0.0625,1178.07,687.4,-0.9858,3155,0,18200,1
3607,1943552,1240.98,521,-0.8301,-0.010833,1.916885,0.526532,0.012745,0.0625,1179.79,667.8,-0.9762,3156,0,18600,1
3608,1943552,1301.97,601,-0.8708,-0.010833,1.916885,0.526532,0.012745,0.0625,1180.04,667.9,-0.979,3149,2,19000,1
3609,1945600,570.34,258,-0.9777,-0.016801,6.36549,0.440651,0.02188,0.0798,1173.82,665.3,-0.984,2472,0,100,0
3610,1945600,1251.61,560,-1.1462,-0.016801,6.36549,0.440651,0.02188,0.0798,1174.85,665.6,-0.9909,3157,0,18000,1
3611,1945600,1329.6,587,-1.3208,-0.016801,6.36549,0.440651,0.02188,0.0798,1175.96,665.0,-0.9992,3154,2,20050,1
3612,1947648,1290.97,627,-1.2833,-0.013834,1.47836,0.774306,0.013585,0.0708,1176.51,665.7,-1.0086,3155,1,20250,1
3613,1947648,1236.4,543,-1.0944,-0.013834,1.47836,0.774306,0.013585,0.0708,1183.83,668.9,-1.0146,3149,0,18400,1
3614,1947648,1251.05,547,-0.8444,-0.013834,1.47836,0.774306,0.013585,0.0708,1184.06,668.5,-1.0188,3161,1,18500,1
3615,1949696,1247.1,569,-0.7353,-0.009281,1.250301,0.720299,0.006805,0.0718,1184.1,668.8,-1.0212,3157,1,19150,1
3616,1951744,1300.69,565,-0.6954,-0.011228,0.939283,0.916919,0.008909,0.1067,1186.09,650.0,-1.0154,3152,1,19150,1
3617,1951744,1162.95,517,-0.5859,-0.011228,0.939283,0.916919,0.008909,0.1067,1184.85,649.0,-1.015,3155,0,21050,1
3618,1951744,571.71,341,-0.5795,-0.011228,0.939283,0.916919,0.008909,0.1067,1178.21,646.8,-1.0149,2467,0,100,0
3619,1953792,1098.6,2510,-1.4821,-0.007048,0.677015,1.091915,0.007086,0.0833,1179.17,667.3,-1.0231,3157,4,18750,1
3620,1953792,1233.84,538,-0.2649,-0.007048,0.677015,1.091915,0.007086,0.0833,1179.03,666.5,-1.0181,3150,0,19850,1
3621,1953792,443.95,209,-0.0758,-0.007048,0.677015,1.091915,0.007086,0.0833,1176.3,664.9,-1.0085,1794,0,200,0
3622,1953792,1238.47,533,-0.1641,-0.007048,0.677015,1.091915,0.007086,0.0833,1175.31,663.7,-1.0014,3154,1,18650,1
3623,1953792,420.41,200,-0.0715,-0.007048,0.677015,1.091915,0.007086,0.0833,1167.23,660.2,-0.9909,1794,0,200,0
3624,1955840,1406.86,631,-0.3272,-0.008207,1.233501,0.658635,0.012518,0.0759,1168.82,661.1,-0.9828,3157,0,18900,1
3625,1955840,1257.41,543,-0.3508,-0.008207,1.233501,0.658635,0.012518,0.0759,1169.22,660.9,-0.9741,3161,1,19150,1
3626,1957888,1351.2,625,-0.4579,-0.009832,1.234721,0.78888,0.006438,0.0735,1169.8,661.3,-0.9697,3155,3,24100,1
3627,1957888,1104.24,2467,-1.1455,-0.009832,1.234721,0.78888,0.006438,0.0735,1168.31,680.4,-0.9729,3149,4,23800,1
3628,1957888,1241.36,558,-0.5627,-0.009832,1.234721,0.78888,0.006438,0.0735,1174.98,683.2,-0.975,3161,0,18100,1
3629,1957888,1244.0,539,-0.5485,-0.009832,1.234721,0.78888,0.006438,0.0735,1174.96,683.1,-0.9783,3161,0,18400,1
3630,1959936,1239.22,558,-0.6538,-0.011192,3.036365,0.470344,0.013409,0.0645,1175.37,678.6,-0.9778,3149,0,19550,1
3631,1959936,1314.76,549,-0.7163,-0.011192,3.036365,0.470344,0.013409,0.0645,1177.7,658.9,-0.9709,3161,1,22200,1
3632,1959936,1236.52,518,-0.8773,-0.011192,3.036365,0.470344,0.013409,0.0645,1176.1,657.5,-0.9766,3154,0,18650,1
3633,1959936,1237.53,527,-0.8837,-0.011192,3.036365,0.470344,0.013409,0.0645,1175.16,657.0,-0.982,3161,0,18500,1
3634,1961984,1277.24,574,-1.1104,-0.016209,8.253363,0.348631,0.024884,0.0691,1174.81,656.7,-0.9881,3154,1,18750,1
3635,1961984,1346.35,591,-1.233,-0.016209,8.253363,0.348631,0.024884,0.0691,1175.91,657.2,-0.9947,3161,3,20750,1
3636,1961984,1253.04,573,-1.4386,-0.016209,8.253363,0.348631,0.024884,0.0691,1175.99,657.4,-1.0029,3157,0,18350,1
3637,1964032,1168.96,633,-1.4241,-0.013102,5.111087,0.490055,0.019763,0.0674,1175.36,658.5,-1.0083,3151,0,18300,1
3638,1964032,1230.06,521,-1.6218,-0.013102,5.111087,0.490055,0.019763,0.0674,1175.25,658.3,-1.0135,3161,0,21500,1
3639,1964032,1246.94,522,-1.6879,-0.013102,5.111087,0.490055,0.019763,0.0674,1175.17,658.0,-1.0214,3161,0,21700,1
3640,1966080,1253.45,537,-1.6332,0.000245,1.642543,0.658533,0.011976,0.074,1175.44,658.0,-1.0335,3156,1,20250,1
3641,1966080,1271.59,553,-1.4294,0.000245,1.642543,0.658533,0.011976,0.074,1175.88,658.3,-1.0478,3161,3,19200,1
3642,1966080,618.7,773,-1.3435,0.000245,1.642543,0.658533,0.011976,0.074,1172.4,661.3,-1.0606,2756,0,100,0
3643,1966080,1234.13,537,-1.2026,0.000245,1.642543,0.658533,0.011976,0.074,1172.22,661.0,-1.0733,3161,0,18500,1
3644,1968128,1240.14,551,-0.8407,-0.006347,2.942357,0.538946,0.011373,0.061,1171.63,660.5,-1.0819,3157,1,18700,1
3645,1968128,1224.26,569,-0.91,-0.006347,2.942357,0.538946,0.011373,0.061,1172.05,640.7,-1.0792,3161,0,18750,1
3646,1968128,1291.25,627,-1.0078,-0.006347,2.942357,0.538946,0.011373,0.061,1174.27,622.4,-1.0776,3152,2,18850,1
3647,1968128,430.36,257,-1.316,-0.006347,2.942357,0.538946,0.011373,0.061,1167.04,619.3,-1.0898,1796,0,200,0
3648,1970176,428.13,210,-1.1137,-0.011409,2.308142,0.602257,0.015992,0.0627,1159.05,615.9,-1.101,1805,0,200,0
3649,1970176,1293.39,931,-1.3893,-0.011409,2.308142,0.602257,0.015992,0.0627,1159.69,619.5,-1.1147,3151,0,19550,1
3650,1970176,1279.89,616,-1.0933,-0.011409,2.308142,0.602257,0.015992,0.0627,1160.15,620.4,-1.1241,3157,2,18950,1
3651,1970176,1261.2,563,-1.0603,-0.011409,2.308142,0.602257,0.015992,0.0627,1168.56,624.0,-1.1287,3152,1,17800,1
3652,1972224,419.38,197,-1.3101,-0.017792,5.148194,0.485683,0.026659,0.0791,1159.26,619.9,-1.1385,1796,0,200,0
3653,1972224,1187.57,514,-1.1729,-0.017792,5.148194,0.485683,0.026659,0.0791,1158.52,619.6,-1.145,3149,0,18100,1
3654,1972224,1239.36,563,-1.3144,-0.017792,5.148194,0.485683,0.026659,0.0791,1158.34,619.6,-1.1504,3155,0,17750,1
3655,1974272,1238.53,523,-1.1364,-0.007682,1.320621,0.727358,0.009132,0.054,1158.41,618.9,-1.1534,3161,0,20050,1
3656,1974272,1238.01,552,-1.0084,-0.007682,1.320621,0.727358,0.009132,0.054,1158.41,619.1,-1.1535,3155,0,18350,1
3657,1976320,1189.9,751,-0.8491,-0.006816,0.984565,0.852398,0.004038,0.0493,1157.98,621.1,-1.1498,3152,0,19150,1
3658,1976320,1252.06,542,-0.554,-0.006816,0.984565,0.852398,0.004038,0.0493,1157.96,621.0,-1.1415,3157,1,20650,1
3659,1976320,1490.38,834,-0.711,-0.006816,0.984565,0.852398,0.004038,0.0493,1160.22,623.6,-1.1346,3157,1,19550,1
3660,1978368,1350.07,594,-0.5797,-0.012833,1.069432,0.898133,0.018323,0.0867,1160.99,622.8,-1.1256,3149,1,19000,1
3661,1978368,1254.51,545,-0.562,-0.012833,1.069432,0.898133,0.018323,0.0867,1160.51,622.3,-1.1153,3155,1,18700,1
3662,1978368,1097.14,2456,-1.5559,-0.012833,1.069432,0.898133,0.018323,0.0867,1159.08,641.4,-1.1142,3157,3,19000,1
3663,1980416,1305.62,589,-0.618,-0.00866,1.522638,0.702951,0.006221,0.0564,1159.59,641.6,-1.1035,3156,1,18700,1
3664,1980416,627.38,267,-0.6284,-0.00866,1.522638,0.702951,0.006221,0.0564,1153.34,638.8,-1.0919,2760,1,300,0
3665,1980416,685.26,314,-0.7582,-0.00866,1.522638,0.702951,0.006221,0.0564,1147.59,636.2,-1.0814,2468,0,100,0
3666,1980416,1356.36,601,-0.7265,-0.00866,1.522638,0.702951,0.006221,0.0564,1148.71,636.4,-1.0705,3161,3,21200,1
3667,1980416,1350.9,588,-0.7568,-0.00866,1.522638,0.702951,0.006221,0.0564,1150.81,637.0,-1.0597,3161,2,22700,1
3668,1982464,1158.48,541,-0.8264,-0.014174,6.249152,0.451082,0.017972,0.0581,1149.55,636.4,-1.0485,3156,0,19550,1
3669,1982464,1233.59,539,-1.1918,-0.014174,6.249152,0.451082,0.017972,0.0581,1149.57,636.6,-1.0409,3155,0,20050,1
3670,1984512,1234.02,529,-1.3124,-0.012787,2.033391,0.578213,0.013866,0.0676,1149.49,636.6,-1.0338,3161,0,18650,1
3671,1984512,1231.28,526,-1.3135,-0.012787,2.033391,0.578213,0.013866,0.0676,1149.22,636.2,-1.0273,3150,0,19850,1
3672,1984512,1283.35,558,-1.3314,-0.012787,2.033391,0.578213,0.013866,0.0676,1155.57,638.8,-1.0202,3161,1,18900,1
3673,1986560,1238.22,531,-1.2911,-0.00821,1.335982,0.733103,0.006423,0.0352,1155.29,638.0,-1.0124,3157,0,18300,1
3674,1986560,1235.74,528,-1.2168,-0.00821,1.335982,0.733103,0.006423,0.0352,1155.25,637.9,-1.003,3149,0,18500,1
3675,1988608,1284.59,628,-0.7991,-0.009579,1.156073,0.794068,0.010463,0.064,1155.1,638.4,-0.9892,3152,1,20000,1
3676,1988608,1311.34,595,-0.755,-0.009579,1.156073,0.794068,0.010463,0.064,1154.96,638.0,-0.975,3152,1,18600,1
3677,1988608,1275.32,603,-0.7496,-0.009579,1.156073,0.794068,0.010463,0.064,1155.4,638.6,-0.96,3156,1,18300,1
3678,1990656,1228.56,555,-0.7136,-0.006939,1.178504,0.765466,0.00993,0.0686,1156.26,638.6,-0.9445,3149,0,18850,1
3679,1990656,1229.32,550,-0.7113,-0.006939,1.178504,0.765466,0.00993,0.0686,1157.14,636.9,-0.9309,3156,0,20150,1
3680,1990656,1238.68,541,-0.7047,-0.006939,1.178504,0.765466,0.00993,0.0686,1156.63,636.5,-0.9206,3157,0,18400,1
3681,1990656,1113.83,2512,-1.5401,-0.006939,1.178504,0.765466,0.00993,0.0686,1155.18,655.9,-0.9223,3156,5,19000,1
3682,1992704,1241.02,548,-0.8667,-0.011265,4.285383,0.417581,0.019339,0.0552,1155.65,656.1,-0.9196,3154,0,18850,1
3683,1992704,1235.0,576,-0.8872,-0.011265,4.285383,0.417581,0.019339,0.0552,1158.13,656.3,-0.918,3151,0,18250,1
3684,1992704,1243.32,520,-0.901,-0.011265,4.285383,0.417581,0.019339,0.0552,1157.68,655.7,-0.9197,3161,0,21800,1
3685,1992704,1248.99,550,-0.9725,-0.011265,4.285383,0.417581,0.019339,0.0552,1165.16,657.7,-0.9214,3161,0,18350,1
3686,1992704,428.72,242,-1.1597,-0.011265,4.285383,0.417581,0.019339,0.0552,1158.58,653.3,-0.924,1796,0,500,0
3687,1994752,420.24,202,-1.1214,-0.014829,5.312947,0.457328,0.020819,0.071,1151.24,650.2,-0.9293,1795,0,100,0
3688,1994752,1255.31,547,-1.2422,-0.014829,5.312947,0.457328,0.020819,0.071,1151.7,650.2,-0.9361,3157,1,18500,1
3689,1994752,1252.76,563,-1.238,-0.014829,5.312947,0.457328,0.020819,0.071,1151.91,650.3,-0.9427,3161,0,18450,1
3690,1994752,1235.36,520,-1.3573,-0.014829,5.312947,0.457328,0.020819,0.071,1153.21,630.4,-0.9395,3161,0,18600,1
3691,1996800,1239.38,542,-1.4078,-0.014413,7.042965,0.378888,0.021794,0.0654,1152.61,630.0,-0.9472,3161,0,20050,1
3692,1996800,420.08,190,-1.7069,-0.014413,7.042965,0.378888,0.021794,0.0654,1144.42,626.3,-0.958,1783,0,100,0
3693,1996800,1238.24,532,-1.5667,-0.014413,7.042965,0.378888,0.021794,0.0654,1144.45,626.2,-0.9665,3157,0,18500,1
3694,1996800,1238.47,544,-1.5542,-0.014413,7.042965,0.378888,0.021794,0.0654,1144.45,626.2,-0.9738,3150,0,18150,1
3695,1998848,1243.78,549,-1.799,-0.014682,9.071634,0.352894,0.018821,0.0603,1142.88,625.4,-0.9825,3149,0,20050,1
3696,1998848,1241.99,548,-1.8619,-0.014682,9.071634,0.352894,0.018821,0.0603,1145.33,625.5,-0.9915,3161,1,20350,1
3697,1998848,1190.21,508,-1.9075,-0.014682,9.071634,0.352894,0.018821,0.0603,1147.2,625.8,-1.0015,3150,0,19750,1
3698,1998848,1233.49,555,-1.9188,-0.014682,9.071634,0.352894,0.018821,0.0603,1147.03,625.8,-1.0134,3156,0,18650,1
3699,1998848,432.26,211,-2.0543,-0.014682,9.071634,0.352894,0.018821,0.0603,1138.81,622.4,-1.0266,1798,0,300,0
3700,2000896,1251.43,529,-2.0418,-0.015053,6.996075,0.403576,0.019123,0.0542,1138.89,622.1,-1.0396,3155,1,18900,1
3701,2000896,1206.95,547,-2.0614,-0.015053,6.996075,0.403576,0.019123,0.0542,1138.04,621.8,-1.0525,3156,0,18050,1
3702,2002944,1322.55,609,-2.0525,-0.009888,2.245982,0.749278,0.014539,0.0933,1141.87,623.3,-1.0653,3156,3,18900,1
3703,2002944,1239.17,548,-1.6254,-0.009888,2.245982,0.749278,0.014539,0.0933,1145.59,604.6,-1.0672,3157,0,17950,1
3704,2004992,1248.51,570,-0.462,-0.006021,0.781607,1.246239,0.014072,0.1089,1145.46,604.5,-1.0644,3161,0,18350,1
3705,2004992,1263.74,787,-0.8362,-0.006021,0.781607,1.246239,0.014072,0.1089,1145.55,606.7,-1.0651,3151,1,19250,1
3706,2007040,1237.7,535,0.1946,-0.010844,0.676791,1.152951,0.002629,0.0928,1145.6,606.2,-1.0551,3161,0,20050,1
3707,2007040,1229.19,563,0.1634,-0.010844,0.676791,1.152951,0.002629,0.0928,1145.49,606.6,-1.0451,3157,0,18250,1
3708,2009088,1142.28,2476,-1.4102,-0.007659,0.66956,1.129781,0.00481,0.0752,1143.89,625.3,-1.0505,3151,5,19500,1
3709,2009088,1237.35,538,0.2778,-0.007659,0.66956,1.129781,0.00481,0.0752,1150.56,628.1,-1.038,3149,0,18950,1
3710,2009088,1238.17,529,0.2892,-0.007659,0.66956,1.129781,0.00481,0.0752,1150.42,627.8,-1.0236,3154,0,18000,1
3711,2011136,1119.59,2484,-1.289,-0.009584,1.374314,0.706029,0.013501,0.084,1148.32,646.8,-1.0233,3156,4,19100,1
3712,2011136,1236.19,532,0.1348,-0.009584,1.374314,0.706029,0.013501,0.084,1147.78,645.9,-1.0091,3151,0,18950,1
3713,2011136,1240.81,515,0.059,-0.009584,1.374314,0.706029,0.013501,0.084,1147.82,645.6,-0.9976,3157,0,18850,1
3714,2011136,1243.28,564,0.0147,-0.009584,1.374314,0.706029,0.013501,0.084,1147.74,645.7,-0.989,3157,0,21200,1
3715,2013184,1244.89,535,-0.1019,-0.013815,7.419483,0.35162,0.016242,0.0557,1147.72,645.4,-0.9827,3153,0,19850,1
3716,2013184,1255.09,540,-0.3854,-0.013815,7.419483,0.35162,0.016242,0.0557,1147.26,645.1,-0.9796,3152,1,19950,1
3717,2013184,1229.24,554,-0.61,-0.013815,7.419483,0.35162,0.016242,0.0557,1147.93,645.5,-0.9798,3155,0,18850,1
3718,2013184,1332.8,618,-0.6246,-0.013815,7.419483,0.35162,0.016242,0.0557,1155.54,648.3,-0.9803,3153,1,19000,1
3719,2015232,1229.11,545,-0.8037,-0.018074,5.89257,0.432611,0.023544,0.0725,1156.84,628.6,-0.9735,3161,0,20050,1
3720,2015232,1229.56,552,-0.9794,-0.018074,5.89257,0.432611,0.023544,0.0725,1156.8,628.8,-0.9806,3156,0,18300,1
3721,2015232,1182.71,516,-1.119,-0.018074,5.89257,0.432611,0.023544,0.0725,1164.19,631.9,-0.9911,3156,1,19950,1
3722,2017280,1230.7,563,-1.2003,-0.016164,7.106438,0.39065,0.021551,0.0657,1164.11,632.1,-1.0014,3150,0,18500,1
3723,2017280,1232.59,571,-1.2218,-0.016164,7.106438,0.39065,0.021551,0.0657,1172.23,635.9,-1.0129,3154,0,19550,1
3724,2017280,1242.09,561,-1.3281,-0.016164,7.106438,0.39065,0.021551,0.0657,1170.58,635.2,-1.0229,3156,0,18250,1
3725,2017280,1230.48,559,-1.3877,-0.016164,7.106438,0.39065,0.021551,0.0657,1170.32,635.3,-1.0333,3152,0,17900,1
3726,2019328,1230.15,598,-1.3259,-0.01175,2.046282,0.632552,0.011864,0.0552,1169.1,635.0,-1.042,3161,0,17650,1
3727,2019328,1242.91,544,-1.2462,-0.01175,2.046282,0.632552,0.011864,0.0552,1170.49,615.8,-1.043,3157,0,18950,1
3728,2021376,1231.91,1007,-1.3366,-0.01094,3.056372,0.608998,0.014667,0.0593,1170.4,620.3,-1.0507,3157,0,13200,1
3729,2021376,1295.21,595,-1.2454,-0.01094,3.056372,0.608998,0.014667,0.0593,1170.91,620.9,-1.0577,3161,1,18900,1
3730,2021376,1303.27,624,-1.3043,-0.01094,3.056372,0.608998,0.014667,0.0593,1171.55,621.5,-1.0642,3151,0,18300,1
3731,2021376,1236.81,532,-1.2922,-0.01094,3.056372,0.608998,0.014667,0.0593,1170.77,621.4,-1.07,3156,0,18200,1
3732,2023424,1228.22,535,-1.3381,-0.015421,6.09808,0.431947,0.022957,0.0684,1170.69,621.5,-1.0746,3161,0,18600,1
3733,2023424,1227.18,558,-1.4004,-0.015421,6.09808,0.431947,0.022957,0.0684,1170.58,621.8,-1.0797,3161,0,18650,1
3734,2025472,1258.18,741,-1.5551,-0.010146,2.061911,0.689705,0.013483,0.0725,1170.39,623.5,-1.0842,3155,0,16650,1
3735,2025472,1237.82,549,-1.5152,-0.010146,2.061911,0.689705,0.013483,0.0725,1169.31,623.1,-1.087,3151,0,18100,1
3736,2025472,1242.58,547,-1.4573,-0.010146,2.061911,0.689705,0.013483,0.0725,1169.2,622.8,-1.0872,3161,0,20050,1
3737,2027520,996.5,601,-1.1803,-0.007056,1.139368,0.833918,0.008078,0.0571,1167.48,622.5,-1.0848,3152,0,18850,1
3738,2027520,1291.76,584,-1.0621,-0.007056,1.139368,0.833918,0.008078,0.0571,1168.1,623.1,-1.0792,3151,0,22500,1
3739,2027520,1259.22,547,-1.0335,-0.007056,1.139368,0.833918,0.008078,0.0571,1168.22,623.4,-1.0726,3155,2,18850,1
3740,2029568,1243.81,553,-0.6302,-0.006965,1.041851,0.925304,0.003062,0.0547,1168.12,623.5,-1.0626,3157,0,18200,1
3741,2029568,1241.25,563,-0.6277,-0.006965,1.041851,0.925304,0.003062,0.0547,1167.82,623.6,-1.0546,3161,0,18500,1
3742,2029568,1229.63,712,-0.6901,-0.006965,1.041851,0.925304,0.003062,0.0547,1173.93,623.0,-1.048,3161,0,18850,1
3743,2031616,1242.9,622,-0.6018,-0.007155,1.114504,0.827784,0.00508,0.0471,1174.02,623.9,-1.042,3157,0,17150,1
3744,2031616,1246.06,598,-0.6049,-0.007155,1.114504,0.827784,0.00508,0.0471,1174.07,624.4,-1.0397,3161,0,17700,1
3745,2031616,1094.5,2459,-1.5149,-0.007155,1.114504,0.827784,0.00508,0.0471,1172.78,643.3,-1.0457,3154,4,19400,1
3746,2031616,1241.31,538,-0.5639,-0.007155,1.114504,0.827784,0.00508,0.0471,1172.28,642.4,-1.0413,3157,0,18950,1
3747,2033664,1303.9,575,-0.7493,-0.014901,2.409505,0.555384,0.010607,0.0552,1181.01,645.5,-1.0356,3153,1,19700,1
3748,2033664,1233.58,560,-0.7624,-0.014901,2.409505,0.555384,0.010607,0.0552,1189.07,649.0,-1.0321,3157,0,18750,1
3749,2033664,1514.96,701,-0.7875,-0.014901,2.409505,0.555384,0.010607,0.0552,1191.28,646.8,-1.0261,3152,2,20350,1
3750,2035712,1300.39,630,-0.8624,-0.016873,6.120197,0.572568,0.017024,0.0564,1191.49,646.9,-1.0238,3153,1,20150,1
3751,2035712,1237.35,532,-1.027,-0.016873,6.120197,0.572568,0.017024,0.0564,1191.25,646.6,-1.0234,3161,0,18200,1
3752,2035712,1261.17,582,-1.0428,-0.016873,6.120197,0.572568,0.017024,0.0564,1199.67,650.4,-1.0208,3153,1,21500,1
3753,2037760,1238.25,542,-1.1688,-0.013707,7.004538,0.463653,0.016502,0.0569,1200.17,650.7,-1.0207,3156,0,18450,1
3754,2037760,1340.4,589,-1.3986,-0.013707,7.004538,0.463653,0.016502,0.0569,1201.18,651.0,-1.0216,3161,1,20650,1
3755,2039808,1353.74,607,-1.2425,-0.013682,1.269555,0.92821,0.013381,0.0842,1202.34,651.8,-1.0226,3156,2,20650,1
3756,2039808,1110.97,506,-0.6533,-0.013682,1.269555,0.92821,0.013381,0.0842,1201.07,651.4,-1.0191,3161,0,18750,1
3757,2041856,1185.53,519,-0.4697,-0.007168,0.714922,1.11308,0.010103,0.084,1201.02,649.0,-1.0153,3157,1,19950,1
3758,2041856,628.57,270,-0.186,-0.007168,0.714922,1.11308,0.010103,0.084,1194.79,646.3,-1.0116,2760,1,300,0
3759,2043904,1233.47,591,-0.2181,-0.007549,0.685771,1.05152,0.009852,0.0972,1192.22,643.9,-1.0067,3150,0,18750,1
3760,2043904,1164.71,537,-0.2055,-0.007549,0.685771,1.05152,0.009852,0.0972,1190.37,643.3,-1.0029,3151,0,19150,1
3761,2043904,1119.52,2487,-1.3498,-0.007549,0.685771,1.05152,0.009852,0.0972,1189.02,662.7,-1.0108,3157,4,21800,1
3762,2045952,1100.38,2497,-1.1933,-0.010714,0.732849,1.023899,0.011273,0.1001,1189.05,663.1,-1.0072,3153,4,19150,1
3763,2045952,1246.56,553,-0.1712,-0.010714,0.732849,1.023899,0.011273,0.1001,1188.46,662.8,-1.0027,3161,0,18600,1
3764,2045952,1354.01,635,-0.2365,-0.010714,0.732849,1.023899,0.011273,0.1001,1195.72,666.5,-0.9988,3151,1,19200,1
3765,2045952,1230.73,566,-0.1938,-0.010714,0.732849,1.023899,0.011273,0.1001,1201.18,669.0,-0.9931,3161,0,18950,1
3766,2048000,1238.6,539,-0.3806,-0.008226,1.82736,0.654189,0.010052,0.0496,1200.0,668.4,-0.9897,3151,0,18950,1
3767,2048000,1239.14,531,-0.4483,-0.008226,1.82736,0.654189,0.010052,0.0496,1198.88,667.8,-0.9866,3161,0,20050,1
3768,2050048,1595.84,740,-0.4931,-0.014041,2.366172,0.693699,0.011698,0.0579,1203.26,669.8,-0.9833,3153,4,21900,1
3769,2050048,1237.58,551,-0.7087,-0.014041,2.366172,0.693699,0.011698,0.0579,1203.3,669.9,-0.9784,3152,0,18050,1
3770,2052096,1331.41,607,-0.7901,-0.009346,1.286575,0.767107,0.008177,0.0459,1204.27,670.7,-0.9732,3161,2,22450,1
3771,2052096,1233.3,552,-0.775,-0.009346,1.286575,0.767107,0.008177,0.0459,1204.29,670.9,-0.9678,3157,0,19850,1
3772,2052096,1233.95,534,-0.7459,-0.009346,1.286575,0.767107,0.008177,0.0459,1203.8,670.7,-0.962,3156,0,18450,1
3773,2054144,1235.83,528,-0.7348,-0.007723,1.226314,0.753979,0.007321,0.0354,1203.77,670.7,-0.9564,3152,0,20050,1
3774,2054144,1341.26,601,-0.7634,-0.007723,1.226314,0.753979,0.007321,0.0354,1204.83,671.4,-0.9519,3161,3,19750,1
3775,2056192,1336.02,586,-0.7474,-0.006544,1.296443,0.781613,0.004799,0.0447,1205.34,671.0,-0.9514,3157,1,19200,1
3776,2056192,1260.57,561,-0.7487,-0.006544,1.296443,0.781613,0.004799,0.0447,1204.83,670.6,-0.9513,3153,0,18300,1
3777,2056192,1258.29,560,-0.7569,-0.006544,1.296443,0.781613,0.004799,0.0447,1204.66,670.2,-0.9514,3151,1,18600,1
3778,2056192,1102.88,2481,-1.3337,-0.006544,1.296443,0.781613,0.004799,0.0447,1203.41,689.5,-0.9576,3156,4,19100,1
3779,2058240,1239.42,520,-0.7957,-0.012537,3.251532,0.462029,0.020637,0.063,1203.51,689.2,-0.9584,3150,0,18850,1
3780,2058240,1241.34,565,-0.9009,-0.012537,3.251532,0.462029,0.020637,0.063,1203.53,689.4,-0.9604,3161,0,18200,1
3781,2058240,1231.72,525,-0.9406,-0.012537,3.251532,0.462029,0.020637,0.063,1204.71,669.5,-0.9544,3154,0,21500,1
3782,2058240,1311.41,594,-0.9463,-0.012537,3.251532,0.462029,0.020637,0.063,1205.42,670.0,-0.9552,3153,2,19350,1
3783,2060288,1244.97,520,-1.0763,-0.012809,8.488793,0.350899,0.016596,0.0537,1205.52,669.4,-0.9571,3156,0,18650,1
3784,2060288,1227.05,543,-1.2834,-0.012809,8.488793,0.350899,0.016596,0.0537,1205.35,669.7,-0.9609,3154,0,18600,1
3785,2060288,1243.41,550,-1.3298,-0.012809,8.488793,0.350899,0.016596,0.0537,1205.3,669.7,-0.9645,3161,0,18950,1
3786,2060288,1254.61,541,-1.3501,-0.012809,8.488793,0.350899,0.016596,0.0537,1213.56,672.7,-0.9664,3155,1,18400,1
