episode,step,ep_reward,ep_length,ep_v,policy_loss,value_loss,entropy,approx_kl,clip_fraction,mean_reward_100,mean_length_100,mean_v_100,x_pos,coins,score,flag_get
3393,1808384,1175.77,619,-2.102,-0.012352,4.06065,0.632222,0.011579,0.0381,1098.91,533.4,-1.617,3161,1,17650,1
3394,1810432,1202.41,611,-2.0431,-0.01524,4.076312,0.546885,0.02087,0.0583,1096.54,532.3,-1.6175,3153,0,17250,1
3395,1810432,1198.19,564,-2.0345,-0.01524,4.076312,0.546885,0.02087,0.0583,1102.77,535.0,-1.6182,3154,3,22000,1
3396,1810432,1246.22,591,-2.0614,-0.01524,4.076312,0.546885,0.02087,0.0583,1104.34,536.2,-1.6191,3150,0,18150,1
3397,1810432,1233.77,563,-2.0741,-0.01524,4.076312,0.546885,0.02087,0.0583,1104.43,536.0,-1.6196,3157,0,18200,1
3398,1812480,565.4,443,-2.2062,-0.012274,2.657286,0.644324,0.012096,0.0554,1097.71,534.5,-1.6235,2470,0,100,0
3399,1812480,1133.54,489,-1.8872,-0.012274,2.657286,0.644324,0.012096,0.0554,1097.0,529.6,-1.6231,3161,1,18050,1
3400,1812480,804.49,350,-1.5774,-0.012274,2.657286,0.644324,0.012096,0.0554,1091.69,526.7,-1.624,2467,0,200,0
3401,1812480,1365.41,675,-1.8428,-0.012274,2.657286,0.644324,0.012096,0.0554,1101.1,531.5,-1.6343,3161,6,24650,1
3402,1814528,1265.61,593,-1.453,-0.017412,4.424462,0.567863,0.022758,0.0635,1102.06,532.3,-1.6397,3152,1,21200,1
3403,1814528,1179.36,557,-1.4702,-0.017412,4.424462,0.567863,0.022758,0.0635,1109.72,536.0,-1.6449,3155,0,17950,1
3404,1814528,1212.83,576,-1.501,-0.017412,4.424462,0.567863,0.022758,0.0635,1109.56,536.0,-1.65,3161,1,17950,1
3405,1814528,1200.3,564,-1.4838,-0.017412,4.424462,0.567863,0.022758,0.0635,1112.1,537.2,-1.6536,3155,0,17200,1
3406,1816576,515.82,245,-1.4806,-0.013984,5.570541,0.545324,0.014321,0.0654,1104.36,533.4,-1.657,1798,0,300,0
3407,1816576,497.06,214,-1.5015,-0.013984,5.570541,0.545324,0.014321,0.0654,1097.36,530.0,-1.6605,1800,0,300,0
3408,1816576,1233.56,537,-1.6216,-0.013984,5.570541,0.545324,0.014321,0.0654,1099.32,530.5,-1.6655,3161,0,18500,1
3409,1816576,1246.69,595,-1.6741,-0.013984,5.570541,0.545324,0.014321,0.0654,1099.42,528.2,-1.6679,3151,0,21000,1
3410,1818624,1090.51,577,-1.7948,-0.010436,2.587728,0.656926,0.011854,0.0635,1098.0,528.2,-1.6742,3152,0,19300,1
3411,1818624,571.79,360,-1.752,-0.010436,2.587728,0.656926,0.011854,0.0635,1091.94,526.6,-1.6796,2470,0,100,0
3412,1818624,1302.14,637,-1.7431,-0.010436,2.587728,0.656926,0.011854,0.0635,1093.08,527.8,-1.6825,3156,1,20100,1
3413,1818624,1201.68,686,-1.6513,-0.010436,2.587728,0.656926,0.011854,0.0635,1092.48,528.4,-1.6841,3155,0,20250,1
3414,1818624,450.65,311,-1.5706,-0.010436,2.587728,0.656926,0.011854,0.0635,1085.18,526.2,-1.6849,1796,0,300,0
3415,1820672,1239.16,579,-1.4658,-0.015251,2.92075,0.680026,0.013906,0.0571,1085.6,526.4,-1.6834,3151,2,18450,1
3416,1820672,1241.32,555,-1.5025,-0.015251,2.92075,0.680026,0.013906,0.0571,1087.44,527.3,-1.6813,3151,0,18400,1
3417,1822720,1229.53,568,-1.4823,-0.011728,1.311938,0.894491,0.010157,0.0664,1087.35,527.2,-1.6788,3157,0,18200,1
3418,1822720,1267.63,613,-1.1898,-0.011728,1.311938,0.894491,0.010157,0.0664,1086.93,527.0,-1.6752,3161,2,19250,1
3419,1822720,1234.02,529,-0.8148,-0.011728,1.311938,0.894491,0.010157,0.0664,1085.29,526.1,-1.6718,3157,0,18200,1
3420,1824768,1190.99,530,-0.5652,-0.00946,1.111805,0.899805,0.003314,0.0708,1092.08,520.4,-1.6566,3151,1,19750,1
3421,1826816,1252.45,561,-0.5053,-0.007412,0.792556,1.101093,0.007247,0.0913,1092.73,520.8,-1.6514,3157,0,18100,1
3422,1826816,1216.76,765,-0.6502,-0.007412,0.792556,1.101093,0.007247,0.0913,1092.85,523.1,-1.6492,3156,1,19650,1
3423,1826816,1220.65,906,-0.8187,-0.007412,0.792556,1.101093,0.007247,0.0913,1093.55,527.2,-1.6493,3156,0,14700,1
3424,1826816,419.37,193,-0.2417,-0.007412,0.792556,1.101093,0.007247,0.0913,1085.88,523.4,-1.6427,1781,0,100,0
3425,1828864,1264.08,2577,-1.4738,-0.010327,1.506013,0.683538,0.013093,0.0771,1085.51,542.5,-1.6475,3161,3,19700,1
3426,1828864,1197.4,537,-0.3233,-0.010327,1.506013,0.683538,0.013093,0.0771,1084.44,542.1,-1.6404,3161,1,18200,1
3427,1828864,1258.35,551,-0.3379,-0.010327,1.506013,0.683538,0.013093,0.0771,1084.58,541.9,-1.6315,3156,1,18400,1
3428,1828864,1242.68,550,-0.3777,-0.010327,1.506013,0.683538,0.013093,0.0771,1085.11,542.3,-1.623,3149,0,20250,1
3429,1830912,1226.0,541,-0.5794,-0.011218,5.007144,0.516763,0.01824,0.0632,1085.44,542.4,-1.6159,3161,0,18400,1
3430,1830912,1223.83,542,-0.6748,-0.011218,5.007144,0.516763,0.01824,0.0632,1085.66,542.4,-1.6085,3156,0,21700,1
3431,1830912,1210.36,625,-0.7899,-0.011218,5.007144,0.516763,0.01824,0.0632,1085.36,543.2,-1.6014,3149,0,17300,1
3432,1830912,1257.24,576,-0.8691,-0.011218,5.007144,0.516763,0.01824,0.0632,1091.57,542.2,-1.5921,3157,1,18450,1
3433,1832960,1203.89,544,-1.1622,-0.018208,6.25538,0.50172,0.023095,0.0688,1091.04,541.5,-1.5883,3156,0,18300,1
3434,1832960,1250.04,573,-1.2322,-0.018208,6.25538,0.50172,0.023095,0.0688,1091.65,541.9,-1.5851,3157,0,17700,1
3435,1832960,1259.71,561,-1.2619,-0.018208,6.25538,0.50172,0.023095,0.0688,1098.46,544.8,-1.5821,3151,1,18700,1
3436,1832960,1330.48,603,-1.3496,-0.018208,6.25538,0.50172,0.023095,0.0688,1098.93,544.4,-1.5794,3161,0,19000,1
3437,1835008,1232.79,570,-1.5804,-0.016414,6.630452,0.521472,0.026218,0.0801,1098.86,544.6,-1.5796,3153,0,18400,1
3438,1835008,1140.95,526,-1.7685,-0.016414,6.630452,0.521472,0.026218,0.0801,1104.73,543.4,-1.5759,3151,0,20150,1
3439,1835008,1299.19,615,-1.7015,-0.016414,6.630452,0.521472,0.026218,0.0801,1107.71,544.9,-1.58,3157,1,18800,1
3440,1837056,1240.68,552,-1.8795,-0.015284,3.933758,0.617359,0.017665,0.0686,1108.26,545.0,-1.5879,3161,0,18250,1
3441,1837056,1225.77,566,-1.8734,-0.015284,3.933758,0.617359,0.017665,0.0686,1107.37,544.7,-1.5952,3157,0,18350,1
3442,1837056,1230.64,558,-1.8677,-0.015284,3.933758,0.617359,0.017665,0.0686,1114.1,545.6,-1.6007,3161,0,18750,1
3443,1839104,687.47,313,-1.5087,-0.01061,1.368711,0.852332,0.014131,0.0908,1116.72,546.7,-1.6075,2024,0,400,0
3444,1839104,1244.58,574,-0.8023,-0.01061,1.368711,0.852332,0.014131,0.0908,1117.45,547.1,-1.6072,3157,0,18400,1
3445,1839104,1241.94,543,-0.7046,-0.01061,1.368711,0.852332,0.014131,0.0908,1117.43,546.8,-1.6049,3154,0,17950,1
3446,1841152,1224.68,872,-0.8359,-0.010828,0.996232,0.881576,0.008256,0.105,1117.03,549.6,-1.604,3156,0,16000,1
3447,1841152,1239.27,541,-0.3889,-0.010828,0.996232,0.881576,0.008256,0.105,1123.68,552.0,-1.5977,3161,0,18350,1
3448,1843200,1331.3,599,-0.4375,-0.008956,1.08255,0.929572,0.008631,0.0618,1124.42,552.1,-1.5917,3157,1,18800,1
3449,1843200,1098.49,2478,-1.6753,-0.008956,1.08255,0.929572,0.008631,0.0618,1131.2,574.9,-1.5961,3154,4,19650,1
3450,1843200,1229.58,547,-0.4148,-0.008956,1.08255,0.929572,0.008631,0.0618,1131.6,575.3,-1.5885,3161,0,19850,1
3451,1845248,1230.95,546,-0.4249,-0.010783,1.946563,0.645424,0.012072,0.0627,1131.5,574.8,-1.5806,3156,0,18650,1
3452,1845248,1243.92,544,-0.4502,-0.010783,1.946563,0.645424,0.012072,0.0627,1131.11,574.2,-1.5731,3156,0,18700,1
3453,1845248,1237.77,569,-0.6628,-0.010783,1.946563,0.645424,0.012072,0.0627,1137.8,577.3,-1.5648,3157,0,18850,1
3454,1845248,570.07,404,-0.9096,-0.010783,1.946563,0.645424,0.012072,0.0627,1130.98,575.8,-1.5597,2468,0,100,0
3455,1847296,1358.83,612,-0.7334,-0.007595,1.304474,0.774582,0.00734,0.0461,1132.02,576.2,-1.5519,3157,0,19250,1
3456,1847296,625.5,271,-0.7711,-0.007595,1.304474,0.774582,0.00734,0.0461,1125.78,573.0,-1.5443,2756,0,100,0
3457,1847296,1174.6,532,-0.7358,-0.007595,1.304474,0.774582,0.00734,0.0461,1125.39,572.6,-1.535,3157,0,18100,1
3458,1849344,1209.82,1089,-0.941,-0.007334,1.24749,0.799215,0.009015,0.071,1125.7,578.1,-1.5276,3161,1,13100,1
3459,1849344,545.36,666,-1.2625,-0.007334,1.24749,0.799215,0.009015,0.071,1119.77,579.6,-1.5225,2470,0,100,0
3460,1849344,1200.36,608,-0.7879,-0.007334,1.24749,0.799215,0.009015,0.071,1119.28,579.9,-1.5122,3156,1,17300,1
3461,1851392,558.38,619,-1.1457,-0.005664,1.408514,0.801567,0.006572,0.0706,1112.92,580.9,-1.5048,2474,0,100,0
3462,1851392,1251.03,598,-0.7673,-0.005664,1.408514,0.801567,0.006572,0.0706,1113.06,581.2,-1.4931,3153,0,19450,1
3463,1851392,1227.24,583,-0.7637,-0.005664,1.408514,0.801567,0.006572,0.0706,1112.92,581.5,-1.4811,3161,0,21200,1
3464,1853440,1199.55,630,-0.8771,-0.013993,3.971302,0.535405,0.015734,0.0637,1113.04,582.4,-1.47,3151,1,17850,1
3465,1853440,1183.43,533,-0.8256,-0.013993,3.971302,0.535405,0.015734,0.0637,1120.71,585.7,-1.458,3150,1,17900,1
3466,1853440,1185.26,514,-0.82,-0.013993,3.971302,0.535405,0.015734,0.0637,1120.34,585.2,-1.4458,3157,1,19650,1
3467,1853440,1228.96,572,-0.9362,-0.013993,3.971302,0.535405,0.015734,0.0637,1121.26,585.8,-1.4346,3157,0,18750,1
3468,1855488,1179.25,534,-1.2269,-0.018541,5.865067,0.473003,0.02686,0.0818,1120.55,585.6,-1.4262,3154,0,18150,1
3469,1855488,1241.18,560,-1.2193,-0.018541,5.865067,0.473003,0.02686,0.0818,1121.0,585.5,-1.4173,3157,0,18000,1
3470,1855488,1229.34,563,-1.2502,-0.018541,5.865067,0.473003,0.02686,0.0818,1121.44,585.6,-1.4087,3157,0,18650,1
3471,1855488,1229.86,548,-1.3455,-0.018541,5.865067,0.473003,0.02686,0.0818,1121.89,585.6,-1.4011,3161,0,20050,1
3472,1857536,1148.25,509,-1.4113,-0.014422,2.421248,0.617202,0.016604,0.0747,1123.43,586.3,-1.3942,3154,1,17600,1
3473,1857536,1199.88,565,-1.4364,-0.014422,2.421248,0.617202,0.016604,0.0747,1122.73,586.0,-1.387,3157,1,18100,1
3474,1857536,583.39,586,-1.7814,-0.014422,2.421248,0.617202,0.016604,0.0747,1115.5,585.6,-1.3829,2475,0,100,0
3475,1857536,1226.99,657,-1.4634,-0.014422,2.421248,0.617202,0.016604,0.0747,1115.74,586.9,-1.3762,3157,0,17400,1
3476,1859584,1226.52,547,-1.3716,-0.01397,2.486969,0.623726,0.017342,0.075,1116.09,587.0,-1.3681,3156,0,18400,1
3477,1859584,1235.09,577,-1.4121,-0.01397,2.486969,0.623726,0.017342,0.075,1115.93,587.0,-1.36,3156,0,20050,1
3478,1859584,1249.65,661,-1.4537,-0.01397,2.486969,0.623726,0.017342,0.075,1116.65,588.0,-1.352,3161,0,16900,1
3479,1859584,1186.95,548,-1.3735,-0.01397,2.486969,0.623726,0.017342,0.075,1116.19,587.7,-1.3432,3161,0,17750,1
3480,1861632,1232.13,564,-1.5135,-0.018476,4.802691,0.486013,0.027077,0.0808,1116.11,587.7,-1.3361,3156,0,19250,1
3481,1861632,1242.9,557,-1.5196,-0.018476,4.802691,0.486013,0.027077,0.0808,1122.63,590.6,-1.3298,3161,1,18400,1
3482,1861632,1303.06,681,-1.5988,-0.018476,4.802691,0.486013,0.027077,0.0808,1129.06,594.1,-1.3241,3154,1,20450,1
3483,1861632,1211.55,545,-1.5771,-0.018476,4.802691,0.486013,0.027077,0.0808,1128.82,593.8,-1.3178,3155,1,18300,1
3484,1863680,1231.44,565,-1.6994,-0.016054,3.926187,0.602458,0.015218,0.0627,1129.05,594.0,-1.313,3156,0,18150,1
3485,1863680,1243.4,555,-1.7175,-0.016054,3.926187,0.602458,0.015218,0.0627,1129.14,593.9,-1.3085,3161,0,18050,1
3486,1863680,1180.81,525,-1.7634,-0.016054,3.926187,0.602458,0.015218,0.0627,1128.41,593.5,-1.3048,3155,0,19750,1
3487,1865728,1211.17,585,-1.7681,-0.017288,5.481106,0.527547,0.019413,0.0659,1134.04,596.4,-1.3024,3161,0,18750,1
3488,1865728,1242.47,548,-1.9274,-0.017288,5.481106,0.527547,0.019413,0.0659,1133.91,595.9,-1.2997,3151,0,18100,1
3489,1865728,1158.47,523,-1.938,-0.017288,5.481106,0.527547,0.019413,0.0659,1133.16,595.4,-1.2971,3154,1,18800,1
3490,1867776,1198.16,542,-1.9981,-0.017212,7.139602,0.498012,0.019276,0.0818,1132.98,595.5,-1.2952,3150,0,18500,1
3491,1867776,1247.96,573,-2.0204,-0.017212,7.139602,0.498012,0.019276,0.0818,1133.24,595.1,-1.2931,3157,0,18850,1
3492,1867776,571.41,282,-1.9925,-0.017212,7.139602,0.498012,0.019276,0.0818,1134.39,595.8,-1.2923,2469,0,100,0
3493,1867776,1198.32,532,-2.0112,-0.017212,7.139602,0.498012,0.019276,0.0818,1134.61,594.9,-1.2914,3157,0,18150,1
3494,1867776,1204.89,575,-2.0312,-0.017212,7.139602,0.498012,0.019276,0.0818,1134.64,594.6,-1.2912,3157,2,18900,1
3495,1869824,1294.86,594,-2.092,-0.013384,5.455867,0.530687,0.017054,0.0483,1135.61,594.9,-1.2918,3157,1,19350,1
3496,1869824,564.78,299,-2.1936,-0.013384,5.455867,0.530687,0.017054,0.0483,1128.79,592.0,-1.2931,2466,0,100,0
3497,1869824,427.9,207,-2.1396,-0.013384,5.455867,0.530687,0.017054,0.0483,1120.73,588.4,-1.2938,1803,0,200,0
3498,1871872,1272.01,572,-2.1859,-0.010482,2.56204,0.723935,0.014013,0.0764,1127.8,589.7,-1.2936,3156,3,20350,1
3499,1871872,1205.99,545,-1.889,-0.010482,2.56204,0.723935,0.014013,0.0764,1128.52,590.2,-1.2936,3151,1,18350,1
3500,1871872,1204.97,543,-1.585,-0.010482,2.56204,0.723935,0.014013,0.0764,1132.53,592.2,-1.2937,3161,0,17850,1
3501,1873920,1328.57,614,-1.2348,-0.00448,1.234472,0.880777,-0.000225,0.0574,1132.16,591.6,-1.2876,3161,1,19700,1
3502,1873920,639.05,337,-0.9835,-0.00448,1.234472,0.880777,-0.000225,0.0574,1125.89,589.0,-1.2829,2753,0,0,0
3503,1873920,1300.44,582,-1.0266,-0.00448,1.234472,0.880777,-0.000225,0.0574,1127.1,589.2,-1.2785,3154,2,19950,1
3504,1873920,444.28,217,-0.6964,-0.00448,1.234472,0.880777,-0.000225,0.0574,1119.42,585.7,-1.2704,1772,0,100,0
3505,1875968,1228.79,549,-0.7008,-0.011337,1.273296,0.815674,0.002986,0.0952,1119.7,585.5,-1.2626,3157,0,18600,1
3506,1875968,1330.16,616,-0.7359,-0.011337,1.273296,0.815674,0.002986,0.0952,1127.85,589.2,-1.2552,3156,1,18700,1
3507,1878016,1068.87,2482,-1.7913,-0.012107,0.910989,1.060835,0.004228,0.1013,1133.56,611.9,-1.258,3161,0,19950,1
3508,1878016,1276.75,592,-0.5909,-0.012107,0.910989,1.060835,0.004228,0.1013,1134.0,612.5,-1.2477,3152,1,23600,1
3509,1878016,1192.65,522,-0.4788,-0.012107,0.910989,1.060835,0.004228,0.1013,1133.46,611.7,-1.2358,3150,0,18650,1
3510,1880064,1148.59,527,-0.4509,-0.012634,0.792811,1.07456,0.008088,0.074,1134.04,611.2,-1.2223,3150,0,20450,1
3511,1880064,1218.17,651,-0.4931,-0.012634,0.792811,1.07456,0.008088,0.074,1140.5,614.1,-1.2098,3157,0,19550,1
3512,1880064,1235.62,553,-0.3401,-0.012634,0.792811,1.07456,0.008088,0.074,1139.84,613.3,-1.1957,3156,0,18200,1
3513,1882112,505.08,222,-0.4953,-0.010806,1.247953,0.761306,0.011174,0.0945,1132.87,608.6,-1.1842,1796,0,300,0
3514,1882112,1227.37,584,-0.4299,-0.010806,1.247953,0.761306,0.011174,0.0945,1140.64,611.4,-1.1728,3157,0,21000,1
3515,1882112,1243.12,541,-0.4924,-0.010806,1.247953,0.761306,0.011174,0.0945,1140.68,611.0,-1.163,3161,0,18400,1
3516,1884160,1101.9,2452,-1.2698,-0.009113,1.224053,0.763796,0.00819,0.0654,1139.28,630.0,-1.1607,3161,4,19300,1
3517,1884160,1287.3,608,-0.6313,-0.009113,1.224053,0.763796,0.00819,0.0654,1139.86,630.4,-1.1522,3154,0,19000,1
3518,1884160,1235.97,569,-0.5843,-0.009113,1.224053,0.763796,0.00819,0.0654,1139.54,629.9,-1.1461,3161,0,17600,1
3519,1884160,1002.63,460,-0.6697,-0.009113,1.224053,0.763796,0.00819,0.0654,1137.23,629.2,-1.1447,3161,0,19250,1
3520,1886208,1247.21,611,-0.7655,-0.012357,2.024621,0.597465,0.010886,0.0598,1137.79,630.0,-1.1467,3161,0,17550,1
3521,1886208,717.04,376,-1.0312,-0.012357,2.024621,0.597465,0.010886,0.0598,1132.44,628.2,-1.1519,2761,0,200,0
3522,1886208,1338.01,651,-0.8772,-0.012357,2.024621,0.597465,0.010886,0.0598,1133.65,627.1,-1.1542,3154,1,20750,1
3523,1888256,1228.16,552,-1.1155,-0.015714,2.907868,0.578304,0.017053,0.0581,1133.73,623.5,-1.1572,3157,0,18600,1
3524,1888256,1247.76,536,-1.1361,-0.015714,2.907868,0.578304,0.017053,0.0581,1142.01,627.0,-1.1661,3155,0,18700,1
3525,1890304,1217.7,565,-1.2213,-0.010977,1.267819,0.767715,0.014012,0.0779,1141.55,606.8,-1.1636,3161,0,18100,1
3526,1890304,1292.8,583,-0.899,-0.010977,1.267819,0.767715,0.014012,0.0779,1142.5,607.3,-1.1694,3161,1,20250,1
3527,1890304,1253.35,563,-0.8266,-0.010977,1.267819,0.767715,0.014012,0.0779,1142.45,607.4,-1.1743,3161,1,18850,1
3528,1892352,574.02,272,-0.3549,-0.011238,0.763501,1.082445,0.006139,0.0862,1135.76,604.6,-1.174,2472,0,100,0
3529,1892352,1246.24,551,-0.2193,-0.011238,0.763501,1.082445,0.006139,0.0862,1135.97,604.7,-1.1704,3161,0,18600,1
3530,1894400,1197.72,1004,-0.7036,-0.009353,1.166782,0.775151,0.010067,0.0588,1135.7,609.4,-1.1707,3152,0,18500,1
3531,1894400,1081.93,2524,-1.4094,-0.009353,1.166782,0.775151,0.010067,0.0588,1134.42,628.3,-1.1769,3156,4,19450,1
3532,1894400,1397.04,662,-0.3009,-0.009353,1.166782,0.775151,0.010067,0.0588,1135.82,629.2,-1.1712,3161,3,22850,1
3533,1894400,1331.36,571,-0.3484,-0.009353,1.166782,0.775151,0.010067,0.0588,1137.09,629.5,-1.1631,3152,1,21900,1
3534,1896448,1312.38,604,-0.4954,-0.013589,2.161068,0.636856,0.014168,0.074,1137.72,629.8,-1.1557,3157,1,21850,1
3535,1896448,1235.87,542,-0.5764,-0.013589,2.161068,0.636856,0.014168,0.074,1137.48,629.6,-1.1489,3156,0,18500,1
3536,1896448,1245.68,550,-0.615,-0.013589,2.161068,0.636856,0.014168,0.074,1136.63,629.1,-1.1415,3151,0,19950,1
3537,1898496,1231.97,522,-0.8827,-0.014811,5.403827,0.447893,0.021207,0.0586,1136.62,628.6,-1.1345,3157,0,18650,1
3538,1898496,1240.56,543,-1.1037,-0.014811,5.403827,0.447893,0.021207,0.0586,1137.62,628.8,-1.1279,3155,0,18200,1
3539,1900544,1254.91,552,-0.9005,-0.00982,1.009041,0.95754,0.008203,0.0688,1137.18,628.1,-1.1199,3157,0,19250,1
3540,1900544,1226.42,542,-0.4228,-0.00982,1.009041,0.95754,0.008203,0.0688,1137.03,628.0,-1.1053,3153,0,18400,1
3541,1902592,1228.15,523,0.0051,-0.008477,0.678253,1.082424,0.001339,0.0615,1137.06,627.6,-1.0865,3157,0,18650,1
3542,1902592,966.02,474,-0.0706,-0.008477,0.678253,1.082424,0.001339,0.0615,1134.41,626.8,-1.0686,3161,0,19050,1
3543,1904640,1252.4,565,0.0715,-0.012455,0.677979,1.055773,0.020496,0.1436,1140.06,629.3,-1.0528,3154,1,18400,1
3544,1904640,1299.34,597,0.0177,-0.012455,0.677979,1.055773,0.020496,0.1436,1140.61,629.5,-1.0446,3161,3,20550,1
3545,1904640,1182.01,2552,-1.1842,-0.012455,0.677979,1.055773,0.020496,0.1436,1140.01,649.6,-1.0494,3157,7,21550,1
3546,1906688,1069.79,2456,-1.1644,-0.006397,0.772309,1.024822,0.002346,0.0813,1138.46,665.4,-1.0526,3161,4,19350,1
3547,1906688,1153.28,566,-0.0915,-0.006397,0.772309,1.024822,0.002346,0.0813,1137.6,665.7,-1.0497,3153,0,19100,1
3548,1906688,1227.08,551,0.0001,-0.006397,0.772309,1.024822,0.002346,0.0813,1136.56,665.2,-1.0453,3155,0,18200,1
3549,1906688,1229.01,568,-0.0145,-0.006397,0.772309,1.024822,0.002346,0.0813,1137.86,646.1,-1.0287,3161,0,18100,1
3550,1908736,1233.56,534,-0.1578,-0.011673,2.778345,0.471249,0.015403,0.0654,1137.9,646.0,-1.0261,3154,0,19650,1
3551,1908736,420.32,197,-0.5932,-0.011673,2.778345,0.471249,0.015403,0.0654,1129.8,642.5,-1.0278,1783,0,100,0
3552,1908736,1349.56,605,-0.3347,-0.011673,2.778345,0.471249,0.015403,0.0654,1130.85,643.1,-1.0266,3150,1,18950,1
3553,1910784,1261.9,543,-0.5228,-0.010914,6.695653,0.378771,0.016889,0.0649,1131.09,642.8,-1.0252,3161,1,20350,1
3554,1910784,1257.02,564,-0.7768,-0.010914,6.695653,0.378771,0.016889,0.0649,1137.96,644.4,-1.0239,3150,1,18500,1
3555,1910784,1231.64,595,-0.8369,-0.010914,6.695653,0.378771,0.016889,0.0649,1136.69,644.3,-1.0249,3157,0,18650,1
3556,1910784,1237.69,536,-0.9949,-0.010914,6.695653,0.378771,0.016889,0.0649,1142.81,646.9,-1.0272,3155,0,18500,1
3557,1912832,1232.85,548,-1.2197,-0.016991,6.628519,0.401117,0.027088,0.074,1143.39,647.1,-1.032,3161,0,18500,1
3558,1912832,1254.61,555,-1.3841,-0.016991,6.628519,0.401117,0.027088,0.074,1143.84,641.7,-1.0365,3161,1,18950,1
3559,1912832,1264.33,573,-1.4028,-0.016991,6.628519,0.401117,0.027088,0.074,1151.03,640.8,-1.0379,3149,1,18250,1
3560,1914880,1272.61,669,-1.4825,-0.011891,4.857596,0.492033,0.014091,0.0754,1151.75,641.4,-1.0448,3153,0,17900,1
3561,1914880,1302.92,594,-1.5895,-0.011891,4.857596,0.492033,0.014091,0.0754,1159.2,641.2,-1.0492,3156,1,18650,1
3562,1914880,1239.94,546,-1.6608,-0.011891,4.857596,0.492033,0.014091,0.0754,1159.09,640.6,-1.0582,3156,0,18100,1
3563,1914880,1254.78,570,-1.6911,-0.011891,4.857596,0.492033,0.014091,0.0754,1159.36,640.5,-1.0674,3157,1,18700,1
3564,1916928,1252.01,554,-1.7873,-0.015404,6.469421,0.474473,0.019468,0.0759,1159.89,639.8,-1.0766,3161,0,18950,1
3565,1916928,1260.25,571,-1.8072,-0.015404,6.469421,0.474473,0.019468,0.0759,1160.66,640.1,-1.0864,3161,1,19100,1
3566,1916928,1244.64,580,-1.8158,-0.015404,6.469421,0.474473,0.019468,0.0759,1161.25,640.8,-1.0963,3153,0,17750,1
3567,1916928,1140.7,525,-1.8409,-0.015404,6.469421,0.474473,0.019468,0.0759,1160.37,640.3,-1.1054,3154,4,22350,1
3568,1918976,1284.34,602,-1.9433,-0.016216,6.290601,0.448401,0.018018,0.0613,1161.42,641.0,-1.1125,3150,2,19500,1
3569,1918976,1231.6,522,-1.9556,-0.016216,6.290601,0.448401,0.018018,0.0613,1161.32,640.6,-1.1199,3153,0,18450,1
3570,1918976,1242.79,525,-2.0196,-0.016216,6.290601,0.448401,0.018018,0.0613,1161.46,640.2,-1.1276,3161,0,21500,1
3571,1918976,1258.29,567,-1.9681,-0.016216,6.290601,0.448401,0.018018,0.0613,1161.74,640.4,-1.1338,3157,0,18850,1
3572,1918976,647.55,301,-2.0339,-0.016216,6.290601,0.448401,0.018018,0.0613,1156.74,638.4,-1.14,2850,0,200,0
3573,1921024,1266.38,607,-2.0785,-0.016667,5.277449,0.513122,0.021035,0.0798,1157.4,638.8,-1.1465,3161,0,18000,1
3574,1921024,1239.56,544,-2.1517,-0.016667,5.277449,0.513122,0.021035,0.0798,1163.96,638.4,-1.1502,3161,0,18500,1
3575,1921024,1299.65,574,-2.1756,-0.016667,5.277449,0.513122,0.021035,0.0798,1164.69,637.5,-1.1573,3149,2,18750,1
3576,1923072,1325.62,631,-2.1812,-0.016364,7.117955,0.455383,0.024348,0.084,1165.68,638.4,-1.1654,3152,0,18300,1
3577,1923072,1231.83,552,-2.2463,-0.016364,7.117955,0.455383,0.024348,0.084,1165.65,638.1,-1.1737,3152,0,17900,1
3578,1923072,1142.06,554,-2.2688,-0.016364,7.117955,0.455383,0.024348,0.084,1164.57,637.0,-1.1819,3156,1,19400,1
3579,1925120,1141.23,716,-2.0643,-0.005056,2.818935,0.638076,0.014745,0.0676,1164.11,638.7,-1.1888,3161,0,19050,1
3580,1925120,1289.56,580,-1.7427,-0.005056,2.818935,0.638076,0.014745,0.0676,1164.69,638.9,-1.1911,3161,3,19650,1
3581,1927168,1259.5,572,-1.3698,-0.011274,1.378846,0.832097,0.013612,0.0803,1164.85,639.0,-1.1896,3154,1,17850,1
3582,1927168,1193.82,531,-1.1351,-0.011274,1.378846,0.832097,0.013612,0.0803,1163.76,637.5,-1.1849,3161,0,18100,1
3583,1927168,986.8,554,-1.0484,-0.011274,1.378846,0.832097,0.013612,0.0803,1161.51,637.6,-1.1797,3154,0,20450,1
3584,1929216,1288.47,584,-0.7269,-0.009721,1.000804,0.851608,0.010008,0.0618,1162.08,637.8,-1.1699,3155,2,18650,1
3585,1929216,501.02,343,-0.7999,-0.009721,1.000804,0.851608,0.010008,0.0618,1154.66,635.7,-1.1608,1795,0,600,0
3586,1929216,1086.62,687,-0.9066,-0.009721,1.000804,0.851608,0.010008,0.0618,1153.72,637.3,-1.1522,3151,0,15900,1
3587,1931264,1153.91,514,-0.5836,-0.006675,1.067085,0.865403,0.004809,0.0679,1153.15,636.6,-1.1403,3161,0,18900,1
3588,1931264,1209.89,540,-0.565,-0.006675,1.067085,0.865403,0.004809,0.0679,1152.82,636.5,-1.1267,3161,1,18200,1
3589,1931264,1231.54,556,-0.5785,-0.006675,1.067085,0.865403,0.004809,0.0679,1153.55,636.9,-1.1131,3152,0,17900,1
